"-"
"Generalvikar von Rottenburg-Stuttgart, VDD"
"Generalvikar von Salzburg"
"Generalvikar von Speyer"
"Generalvikar von St. Pölten"
"Generalvikar von Trier"
"Generalvikar von Wien"
"Generalvikar von Würzburg"
"Generalvika von Köln"
"Generalviker SP"
"Generealvikar von Trier"
"Generelavikariat Dresden"
"Genervalvikar von Eichstätt"
"Genilo, Eric M. O."
"Genka, Tatsushi"
"Genna, Camillo"
"Genn, Felix"
"Genoud, Bernard"
"Genreralvikariat Bamberg"
"Gentili, Alessandro"
"Geoffroy, Eric"
"George, Marie I."
"Georgens, Otto"
"George, Robert P."
"Georgii, Harald"
"Gephart, Werner"
"Gepponi, Vittorio"
"Gerace, Antonio"
"Gerard, Christiane"
"Gerber, Samuel"
"Gergen, Thomas"
"Gerhards, Albert"
"Gerhardt, Rudolf"
"Gerhartz, Johannes G."
"Gerichtshof der Erzdiözese San Francisco"
"Geringer, Karl-Theodor"
"Gerlings, Wilhelm"
"German, Michael"
"Germann, Michael"
"Germano, Ivo S."
"Gerneralvikariat BA"
"Gerneralvikar von Paderborn"
"Gerosa, Libero"
"Gerosa, Libero u. a."
"Gervais, Jean-Marie"
"Gerwing, Manfred"
"Gesamtmitarbeitervertretung des Bistums Trier"
"Geschäftsführung der Kommission der Orthodoxen Kirche in Deutschland (Verband der Diözesen), Dortmund und Evangelischen Kirche in Deutschland, Hannover"
"Gessel, Wilhelm M."
"Getcha, Job"
"Ghanea, Nazila"
"Gherardini, Brunero"
"Gherasim, Alexandru G."
"Gherri, Paolo"
"Gherro, Sandro",1127891162
"Ghesquieres, Louis-Etienne"
"Ghirlanda, Gianfranco"
"Ghisani, Giacomo"
"Ghisoni, Linda"
"Ghizzoni, Lorenzo"
"Giacchi, Orio"
"Giacobbe, Giovanni"
"Giacobbi, Attilio u. a."
"Giacomazzo, Giacinto R."
"Giampalmo, M. C."
"Giandía-Barber, Juan D."
"Gianesin, Bruno"
"Gianfreda, Anna"
"Giannecchini, Mario"
"Gianni, Andrea"
"Giannini, Amedeo"
"Giannini, Filippo"
"Giardini, Fabio"
"Giarnieri, Enrico"
"Giaro, Tomasz"
"Gidi, Marcelo"
"Giebermann, Cäcilia"
"Giertych, Wojciech"
"Giese, Karim"
"Giesen, Dieter"
"Giesen, Heinz"
"Giesen, Richard"
"Gigliotti, Valerio"
"Gilberti, Elena"
"Gilbert, Philip"
"Gilbert, Philip C."
"Gilchrist, John"
"Gil de las Heras, Feliciano","1114503568"
"Gil Hellín, Francisco"
"Gillen, Nicolas"
"Gillespie, Kevin"
"Gillmann, Franz"
"Giloy, Jörg"
"Gilson, Georges"
"Giménez Barriocanal, Fernando"
"Giménez y Martínes de Carvajal, José"
"Gimpel, Peter"
"Gindrey, Jeanine"
"Giombanco, Guglielmo"
"Giordano, Aldo"
"Giordano, Andrea"
"Giordano, Francesco"
"Giordano, Maurizio"
"Giordano, Michele"
"Giovanardi, R."
"Giovetti, Giovanna"
"Giraldez Deiro, Alvado"
"Girardi, Oliviero G."
"Giraudo, Alessandro"
"Girgensohn, Dieter"
"Girona, Marie-Hélène"
"Girona, Martin Segú"
"Girotti, Gianfranco"
"Girotto, Gianfranco"
"Gismondi, Pietro"
"Gispert-Sauch, George"
"Giuliani, Giovanni"
"Giuliani, Massimo"
"Giurgi, Eduard"
"Giustiniani, Domenico"
"Giustiniano, Guido"
"Giustini, Pietro"
"Glania, Beate"
"Glapiak, Jan"
"Gläser, Babett"
"Gläßer, Alfred"
"Glatthaar, Michael"
"Glaubenskongregation","1087573564 "
"Glaubitz, Elfriede","114234248"
"Glaum, Stefanie"
"Glauser Jung, Anna K."
"Glavin, John P."
"Glawatz-Wellert, Anne-Ruth"
"Glazik, Josef"
"Gleizes, Henri"
"Glemp, Józef"
"Glendinning, Chad J."
"Glendinninig, Chad J."
"Glinkowski, Benedykt J."
"Glöckner, Wolfgang"
"Glombik, Manfred"
"Gloor, Fritz"
"Glück, Alois"
"Gmainer-Pranzl, Franz"
"Gnazi, Celestino"
"Göb, Barbara"
"Gobber, Giovanni"
"Gobbi, Ugo"
"Göbel, Gerald"
"Göbel, Wolfgang"
"Go??biowski, Robert"
"Go??b, Marek"
"Göcke, Benedikt Paul"
"Göckener, Norbert"
"Goehring, Raymond"
"Goering, J."
"Goering, Joseph"
"Goerlich, Helmuth"
"Goerlich, Helmut"
"Goertz, Stephan"
"Goeschen, Andreas"
"Goettel, Mieczys?aw"
"Goffi, Gianpiero"
"Goffinet, E."
"Goffi, Tullo"
"Gogineni, Rajaji Ramanadha Babu"
"Gohm, Christian"
"Gohm, Richard"
"Golden, Paul L."
"Goldoni, Marco"
"Golebiowski, Robert"
"Göllner, Reinhard"
"Gollor, Martin"
"Golser, Karl"
"Gomes, Evaldo X."
"Gomes-Iglesias, Valentin"
"Gómez Fernández, Álvaro"
"Gómez-Iglesias C., Valentín"
"Gómez-Iglesias, Valentin"
"Gómez-Iglesias, Valentín"
"Gómez, José L. L."
"Gómez Martín, Eduardo"
"Gómez Martínez, Ma Angeles"
"Gómez, Máximo P."
"Gómez-Novella, Antonie D."
"Gómez Rodrígez, Antonio"
"Gómez Rosales, Miguel"
"Gonçalves, Bruno"
"Gonçlaves, Bruno"
"Goñi Rodríguez de Almeida, María"
"Gönnheimer, Martin"
"Gonzáles Ayesta, Juan"
"Gonzáles del Valle, José M."
"Gonzáles Greñón, Javier"
"Gonzales, Javier"
"Gonzales, Leopoldo S."
"Gonzáles Magaña, Jaime E."
"Gonzales-Pinto Lopez, Nicolás"
"Gonzales Silva, Santiago"
"Gonzáles-Varas Ibáñez, Alejandro"
"González Alonso, Álvaro"
"González Argente, Jaime"
"González Armendia, José R."
"González-Ayesta, Juan"
"González Ayesta, Juan"
"González Cámara, Pablo"
"González de Cardenal, Olegario"
"González del Valle, José M."
"González Diestro, Miguel Á."
"González Errázuriz, Juan I."
"González, Fernando J."
"González, Fernando Jesús"
"González Fuente, A."
"Gonzalez, Gérard"
"González González, José F."
"González Grenón, Javier E."
"González, Javier"
"Gonzalez Jimenez, Manuel"
"González, Manuel E."
"González Martínez, Manuel E."
"González Moreno, Beatriz"
"González Padrós, Jaume"
"González Saracho, Carlos M."
"González Valdés, Juan A."
"González-Varas, A."
"González-Varas Ibáñez, Alejandro","102690241X"
"González-Varaz Jbáñez","102690241X"
"Gonzálvez Ruiz, Ramón"
"Goos, Christoph"
"Go?owkin-Huda?a, Magdalena"
"Góralski, Wojciech"
"Göransson, Göran"
"Góra, Przemys?aw J."
"Go, Raul"
"Go, Raul T."
"Gorbatykh, Vitaliy"
"Gordon"
"Gordon, Ignacio"
"Gordon, Ignatio"
"Górecki, Edward"
"Gorini, Aldo"
"Gori, Peter G."
"Görisch, Christoph"
"Görres Gesellschaft"
"Gorski, Christoph"
"Górski, Krzysztof"
"Göschl, Georg"
"Goti Ordeñana, Juan","1056756314"
"Gotowko, Piotr"
"Gottemoeller, Doris"
"Gottfried Bohl"
"Gotthard, Axel"
"Götz, Andreas"
"Goudote, Benoît"
"Gouron, André"
"Goutierre, Marie-Dominique"
"Gouw, Ruud G. M."
"Govan, Fiona"
"Governanti, Guiseppe"
"Goyon"
"Goyret, Philip"
"Gozlan, Eric"
"Grabenwarter, Christoph"
"Grabenwater, Christoph"
"Grabher, Jasonne M."
"Grabmeier, Johannes"
"Grabowska, Genowefa"
"Grabowski, John S."
"Gracholewski, Zenon"
"Graczyk, Krysztof"
"Gradam, Peter"
"Gradauer, Peter"
"Graffio, Robert W."
"Graf, Friedrich W."
"Graf, Karl"
"Graf-Stuhlhofer, Franz"
"Graham, James"
"Graham, Joanne"
"Grahit Ferrer, Enrique"
"Gramajo, Juan M."
"Gramlich, Sabine"
"Grammann, Lutz"
"Gramm, Christof"
"Gramm, Christoph"
"Gramunt, Ignatius"
"Granado Hijelmo, Ignacio"
"Granados, José"
"Granata, Raffaele"
"Gran Consiglio della Republica del Ticino"
"Grande, Dieter"
"Granet, Frederique"
"Granet-Lambrechts, Frédérique"
"Granfield, Patrick"
"Grange, Jacques"
"Gran, Nikolaus"
"Grant, Terence T."
"Grasmück, Ernst L."
"Grass, Hans"
"Graßmann, Andreas E."
"Grass, Nikolaus"
"Graulich, Markus"
"Gray, Donald"
"Graziadei, Michele"
"Grazian, Francesco"
"Graziani, Ermanno"
"Graziano, Lucia"
"Grazioli, Orietta"
"Grazioso, Gerardo"
"Grech, Angelo"
"Grech, Lino"
"Grech, Mario"
"Greenacre, Roger"
"Greene, Stephen"
"Green, Thomas J."
"Gregor"
"Gregori, Patrizia"
"Gregor Krumpholz"
"Gregor, Philipp"
"Gregotsch, Leonhard"
"Greiche, Rafic"
"Greinacher, Norbert"
"Greiner, Franz"
"Greiner, Philippe"
"Greiner, Stefan"
"Grellert, Volker"
"Grelon, Jean"
"Gres-Gayer, Jacques"
"Gres-Gayer, Jacques M."
"Greshake, Gisbert"
"Gresko, Gary E."
"Gresser, Georg"
"Gressier, Jacques"
"Greszata, Marta"
"Greszata-Telusiewicz, Marta"
"Grethelein, Christian"
"Grethlein, Christian"
"Grethlein, Gerhard"
"Grethlien, Christian"
"Gretza-Baumann, Marcus"
"Grewe, Constanze"
"Grichting, Martin"
"Griesfelder, Eduard"
"Griffin, Bertram"
"Griffin, Bertram F."
"Grigori??, Georgic?"
"Grigorita, Georges"
"Grillo, Filippo"
"Grimm, Benedikt"
"Grimm, Benno"
"Gr??likowski, Janusz"
"Grob, Jeffrey"
"Grobner, Andrea"
"Grocholewski, Zenon"
"Grochtmann, Ansgar"
"Groeger, Axel"
"Grogan, John J."
"Gröger, Johannes"
"Grohall, Karl-Heinz"
"Grohe, Johannes u. a."
"Groh, Jens S."
"Groh, Kathrin"
"Grollmann, Felix"
"Grom, Bernhard"
"Grondelski, John M."
"Gronemann, Josef"
"Grootaers, Jan"
"Groser, Monika"
"Gros, Jeffrey"
"Große Kracht, Hermann-Josef"
"Große-Kracht, Hermann-Josef"
"Groß, Engelbert"
"Grosse, Sven"
"Grosshauer, Benjamin"
"Grossi, Paolo"
"Grossi, Vittorino"
"Großmann, Katrin"
"Grotefeld, Stefan"
"Grote, Heiner"
"Groten, Manfred"
"Grözinger, Elisabeth"
"Grube, Andreas"
"Gruber-Aichberger, Brigitte"
"Gruber, Franz"
"Gruber, Gerald"
"Gruber, Hans-Günter"
"Grümme, Bernhard"
"Gründel, Johannes"
"Grundmann, Siegfried"
"Grünenthal, Hildegard"
"Grüner, Franziska"
"Grünstäudl, Wolfgang"
"Gruszynski, Alexandre H."
"Grypa, Dietmar"
"Grzeszick, Bernd"
"Grzybczyk, Katarzyna"
"Gstrein, Heinz"
"Guanzon, Hernando B."
"Guardia Hernández, Juan J."
"Guarino, Antonio"
"Guarner Aguilar, Santiago"
"Guazzarotti, Andrea"
"Gubik, Thomas"
"Gubler, Marie-Louise"
"Gudenus, Philipp E."
"Gueit, Jean"
"Guerin Sullivan, Therese"
"Guerra, Luis L."
"Guerrero Montero, Marceliano"
"Guerrero Pérez, Eduardo J."
"Guerzoni, Gianluca"
"Guerzoni, Luciano"
"Guevin, Benedict"
"Gueydan, Jean"
"Guggemos, Claudia"
"Guggenberger, Wilhelm"
"Guibertan, Paul"
"Guicciardi, Silvia"
"Guida, Milena"
"Guido, Guiseppe"
"Guidon, A."
"Guillaume, Bruno"
"Guillemette, François"
"Guillermo Astigueta, Damián"
"Guimarães, Fernando"
"Guindon, Jeannine"
"Guinle, Jean-Philippe"
"Guirola, Sara A."
"Guiry, Robert W."
"Guitarte Izquierdo, Vidal"
"Guixà Martínez, Joan M."
"Gule, Lars"
"Gullaksen, Per-Otto"
"Gullo, Alessia"
"Gullo Carlo","1127892622"
"Gullo, Carlo","1127892622"
"Gullo, Carlo u. a.","1127892622"
"Gullo, Peter"
"Gundel, Elke"
"Gundel, Wolfgang"
"Gunkel, Heinz"
"Gunkel, Monika"
"Gunn, T. Jeremy"
"Guntau, Burkhard"
"Günter, Andrea"
"Günzel, Angelika"
"Gurciullo, Guiseppe"
"Gurzynski, James"
"Guth, Delloyd J."
"Guth, Hans-Jürgen"
"Guth, Klaus"
"Güthoff, Elmar"
"Gutiérrez, Anastasio"
"Gutiérrez, Andrés"
"Gutiérrez del Moral, María J."
"Gutiérrez, Domingo A."
"Gutiérrez, Domingo Andrés"
"Gutiérrez Gómez, José Luis"
"Gutiérrez, Gustavo"
"Gutiérrez, José L."
"Gutiérrez, José Luis"
"Gutiérrez Martin, José L."
"Gutiérrez-Maturana y Camañes, Alfonso"
"Gutiérrez Rodríguez de Mondelo, Federico"
"Gutierrez Vega, Lucas"
"Gutknecht, Sven"
"Guttiérez, José L."
"Güttler, Markus"
"Gut, Walter"
"Guyader, Josseline"
"Guyon, Gérard D."
"Guzzetti, Giovanni B."
"Gy, Pierre-Marie"
"Gzik, Janusz"
"Haager, Evmarie"
"Haas, Günther"
"Haas, R."
"Habbi, Joseph"
"Habel, Stefan"
"Häberle, Lothar"
"Häberle, Peter"
"Haber, Wolfgang"
"Habisch, André"
"Hacak, Hasan"
"Haccius, Stefanie"
"Hachey, Paul J."
"Hacker, Paul"
"Hack, Hubert"
"Hack, Michael"
"Haddad, Elie"
"Haddad, Victor"
"Haderlein, Ralf"
"Hadley, John"
"Hadley, John Mgr."
"Hadrys, Uam Jacek"
"Haekens, An"
"Haeni, Dominique"
"Haering, Stefan"
"Haering Stephan"
"Haering, Stephan"
"Haering, Stephan OSB"
"Haerle, Wilfried"
"Hafner, Felix"
"Hafner, Siegfried"
"Hagel, Walter"
"Hagemann, Karl"
"Hagemann, Wilfried"
"Hagen, Dietrich"
"Hagenmaier, Martin"
"Hahn, Judith"
"Hahn, Thomas"
"Haidl, Manfred"
"Haight, Roger D."
"Hailer, Martin"
"Hainthaler, Theresia"
"Hainz, Michael"
"Hajdu, Tibor"
"Hajjar, Joseph"
"Haker, Hille"
"Halbig, Cäcilia"
"Halbmayr, Alois"
"Halfmann, Friedrich"
"Hallaq, Wael B."
"Hallebeek, Jan"
"Hallein"
"Hallein, Philippe","  174027028"
"Hallensleben, Barbara"
"Hallermann, Heribert"
"Halley-Witte, Mary"
"Halligan, Nicholas"
"Halm, Christian"
"Halttunen, Matti"
"Hamao, Stephen F."
"Hamel, François"
"Hamel, Jean-Robert"
"Hamer, Andreas"
"Hamer, Jerome"
"Hamer, Jérôme"
"Hamernik, Franziskus"
"Hamers, Antonius"
"Hammann, Jörg"
"Hammer, Felix"
"Hammer, Gerhard"
"Hammers, Antonius"
"Hammer, Stefan"
"Hammerstein-Schoonderwoerd, W. C. E."
"Hammer, Ulrich"
"Hamza, Gabor"
"Hanafi, Hasan"
"Hanau, Peter"
"Handibode, Paul"
"Handschuh, Wilhelm"
"Haneneburg, J."
"Hangartner, Yvo"
"Hange Gregor Maria (B-Eichstätt)","133192229"
"Hanisch, Reinhold"
"Hanke Gregor Maria (B Eichstätt)","133192229"
"Hanke Gregor Maria (B-Eichstätt)","133192229"
"Hanke, Gregor Maria (B- Eichstätt)","133192229"
"Hanke, Gregor Maria (B-Eichstätt)","133192229"
"Hanke,Gregor Maria (B-Eichstätt)","133192229"
"Hannemann, Jan-Gero A."
"Hannon, James J."
"Hannon, John"
"Hansen, Frederick"
"Hansen, Frederik"
"Hanson, Brian"
"Hanson, Robert K."
"Hänssling, A."
"Hanuerland, Winfried"
"Haquin, André"
"Harasimiak, Grzegorz"
"Haratsch, Andreas"
"Harder, Hans Martin"
"Harder, Hans-Martin"
"Harder, Hans-Martin u. a."
"Hardt, Michael"
"Harel, Emile"
"Häring, Hermann"
"Haring, Stephan"
"Härle, Wilfied"
"Härle, Wilfried"
"Harrington, Rachel","141970766"
"Harrington, Rachel M.","141970766"
"Harrington, Thomas J."
"Harris, Caroline"
"Harrison, J. L."
"Hársfai, Katalin"
"Harta, Raimund"
"Hartelt, Konrad","1130263711"
"Härter, Karl"
"Hartmann, Frank"
"Hartmann, Gerhard"
"Hartmann, Paul"
"Hartmann, Peter C."
"Hartmann, Richard"
"Hartmann, Wilfried"
"Hartmeier, Elisabeth"
"Hartmeyer, Elisabeth"
"Hartung, Klaus"
"Harutyunyan, Harutyun"
"Haschke, Dieter M."
"Hasel, Franz M."
"Hasenauer, Volker"
"Hasenbein, Ingrid"
"Hasenhütl, Franz"
"Hasenhüttl, Gotthold"
"Haslinger, Herbert"
"Hassen, Mahmoud"
"Hasse, Raimund"
"Hattenhauer, Hans"
"Hattenhauer, Klaus"
"Hatzinger, Katrin"
"Hatzung, Andreas"
"Hauck, Jasmin"
"Hauck, Pierre"
"Hauke, Manfred"
"Haule, Romuald R."
"Haunerland, Winfried"
"Haunschmidt, Albert"
"Haunschmidt, Franz"
"Hausberger, Karl"
"Hauschildt, Eberhard"
"Hauschildt, Friedrich"
"Hauschild, Wolf-Dieter"
"Hauser, Martin"
"Haussig, Hans-Michael"
"Haußig, Hans-Michael"
"Hayes, Eugene J."
"Hayes, Mary A."
"Hayes, Patrick J."
"Hayoit, Pierre"
"Hayward, Paul"
"Healy, Partick"
"Heard, William"
"Hebda, Bernard A."
"Heberlein, Horst"
"Hecke, Katrin"
"Heckel, Christian"
"Heckel, Martin"
"Heckel, Martin u. a."
"Heckel, Noach"
"Heckel, Ulrich"
"Hecke, Simon"
"Hees, Robert"
"Heffer, Tom"
"Hegemann, Bernward"
"Heger, Martin"
"Hegge, Christoph"
"Hegnauer, Cyril"
"Hegy, Pierre"
"Heide, Jochen"
"Heidland, Friederike"
"Heidl, Sabine"
"Heikkilä, Markku"
"Heiliger Stuhl"
"Heilmann, Monika"
"Heil, Michael W."
"Heimann, Hans M."
"Heimbach-Steins, Marianne"
"Heimerl, Hans"
"Heim, Manfred"
"Heindl, Ulrike"
"Heinemann, Heribert"
"Heine, Peter"
"Heiniger, Bernhard"
"Heinig, Hans"
"Heinig, Hans M."
"Heinig, Hans-Michael"
"Heinig, Hans Michael"
"Heininger, Bernhard"
"Heining, Hans M."
"Heinmann, Heribert"
"Hein, Martin"
"Heinrich, Matthias"
"Heinrichs, Dorothee"
"Heintschel, Donald E."
"Heintzen, Markus"
"Heinz, Andreas"
"Heinz, Hanspeter"
"Heinz, Joachim"
"Heinzmann, Marcelo C."
"Heise, Irene"
"Heith-Stade, David"
"Heitz, Bernhard"
"Helbock, Hugo"
"Heller, Andreas"
"Heller, Dagmar"
"Hell, Leonhard"
"Hell, Silvia"
"Helmholz, R. H."
"Helmholz, Richard H."
"Helmholz, Richard"
"Helm, Philipp"
"Helmuth Pree"
"Hemmerick, William J."
"Hempel, Johannes"
"Hénaff, Henri"
"Henau, E."
"Henchal, Michael J."
"Henderson, Duane"
"Hendrik, Anne"
"Hendriks, Jan"
"Hendriks, Jan W. M."
"Hendriks, Johannes"
"Hendry, J. Michael"
"Henessy, John"
"Hengesbach, Rudolf"
"Hengsbach, Friedhelm"
"Hengstschläger, Johannes"
"Henke, Hannes"
"Henkelmann, Andreas"
"Henley, John A."
"Hennecke, Christian"
"Hennecke, Nicole"
"Hennes, Karl R."
"Hennessey, Patrick"
"Hennessy, Patrick"
"Hennhöfer, Julia M. H."
"Henning, Ralph"
"Henn, Karl E."
"Henn, William"
"Henrix, Hans H."
"Henryk"
"Hense, Ansgar"
"Henseler, Rudolf","109612728"
"Hepperle, Ursula"
"Hepp, Hermann"
"Herbolsheimer, Volker"
"Herbrich, Bert"
"Herbst, Michael"
"Herde, Peter"
"Heredia, Carlos I."
"Heredia Esteban, Felipe"
"Heredia, Felipe"
"Herford, Amy"
"Herghelegiu, Monica E."
"Herghelegiu, Monica-Elena"
"Herghelegiu, Monica"
"Hermann, Christoph"
"Hermann, Karl F."
"Hermelink, Jan"
"Hermes, Christian"
"Hermsdörfer, Willibald"
"Herms, Eilert"
"Hernandez, F. M."
"Hernández, Francisco J."
"Hernández Martín, Ramón"
"Hérnandez Rodriguez, Maria V."
"Hernoga, Josef"
"Herráiz Bayod, Juan E."
"Herranz Casado, Julián"
"Herranz, Julian"
"Herranz, Julián"
"Herrera Caballos, Enrique"
"Herrera, Camila"
"Herrera Ceballos, Enrique"
"Herrmann, Florian"
"Herrmann, Johannes"
"Herrmann, Monika"
"Herron, Francis"
"Hertel, Peter"
"Hervada, Javier"
"Herwartz, Christian"
"Herzberg, Kurt"
"Herzberg, Stephan"
"Herz, Dietmar"
"Herzog, Martin"
"Herzog, Nikolaus"
"Herzog, Roman"
"Hesch, John B."
"Hespanha, António M."
"Hesse, Konrad"
"Hessisches Finanzgericht"
"Hess. VGH","2036958-X"
"Hettinger, Clarence J."
"Heuberger, Valeria"
"Heuer, David"
"Heuermann, Bernd"
"Heun, Werner"
"Hexaham and Newcastle Tribunal"
"Heyer, René"
"Heyousun, Hyacinth"
"Hicks, David"
"Hiebel, Jean-Luc"
"Hierold, Alfred E."
"Hierold, Alfred"
"Hierold, Altred E."
"Higgins, George C."
"Higuera, Gonzalo"
"Hilberath, Bernd J."
"Hilberath, Bernd Jochen"
"Hilbert, Michael"
"Hilbert, Michael P."
"Hildebrandt, Uta"
"Hilgeman Waldery"
"Hilgeman, Waldery"
"Hilgendorf, Eric"
"Hilkert, Mary C."
"Hill, Christopher"
"Hillenbrand, Karl"
"Hiller, Simone"
"Hillgruber, Christian"
"Hilling, Nikolaus"
"Hill, J."
"Hill, Mark"
"Hill, Richard A."
"Hilpert, Konrad"
"Hilsch, Peter"
"Himes, Kenneth R."
"Himes, Michael J."
"Himmel-Agisburg, Antonia M."
"Himmelsbach, Michael"
"Himmelsbach, Rainer"
"Hinder, Paul"
"Hinduistische Religionsgemeinschaft in Österreich"
"Hinduistische Religionsgemeinschaft Österreich"
"Hines, Mary E."
"Hinkel, Helmut"
"Hintz, Cornelia"
"Hintzen, Georg"
"Hintze, Peter"
"Hinudistische Union Sanatana Dharma Samgha"
"Hinxlage, Helmut"
"Hinze, Bradford E."
"Hinze, Bradford"
"Hinz, Oliver"
"Hip-Flores, Christina"
"Hip-Flores, Christina M."
"Hirnsperger, Johann"
"Hirsch, Ernst"
"Hirschfeld, Matthias"
"Hirschmann, Frank G."
"Hirschmann, Stefan"
"Hite, Jordan"
"Hitti, Joseph"
"Hittinger, John"
"Hitzbleck, Kerstin"
"Hitzlbeck, Kerstin"
"Hjertonsson, Sofia"
"Hobelsberger, Hans"
"Hobe, Stephan"
"Hobza, Anton"
"Hochhuth, Martin"
"Hochschild, Michael"
"Hochstrasser, Christian"
"Hödl, Ludwig"
"Hoeckman, Remi"
"Hoeflich, Michael H."
"Hoehnen, Janet M."
"Hoenen, Maarten J.F.M"
"Hoeren, Christiane"
"Hoeren, Jürgen"
"Hoeren, Marta"
"Hoeren, Thomas"
"Hoeres, Walter"
"Hoerm, Thomas"
"Hoerster, Norbert"
"Hoesch, Henning"
"Hofbeck, Josef"
"Hofer, Peter"
"Höfer, Rudolf K."
"Höffe, Otfried"
"Hoff, Gregor M."
"Hoffman, Francis J."
"Hoffman, James R."
"Hoffmann, Andreas"
"Hoffmann, Frank J."
"Hoffmann, Gerhard"
"Hoffmann, Herbert"
"Hoffmann, Johannes"
"Hoffmann-Klein, Friederike"
"Hoffmann, Thomas S."
"Hof, Hagen u. a."
"Höfling, Wolfgang"
"Höfling, Wolfram"
"Hofmann, Hasso"
"Hofmann, Vera"
"Hofmann, Werner"
"Hofrichter, Claudia"
"Hogan, David"
"Höhlein, Anna-Maria"
"Hohl, Heinrich"
"Höhl, Norbert"
"Hohn, Hannsjosef"
"Höhn, Hans-Joachim"
"Hokkenbrink, Georg"
"Holcman, Borut"
"Holec, Peter"
"Holkenbrink, Georg"
"Holland, Sharon"
"Hollerbach, Alexander"
"Hollós, Franz T."
"Hollós, János"
"Holm, Bo K."
"Holtwisch, Christoph"
"Holtz, Leonard"
"Holy See Press Office"
"Holzherr, Georg"
"Holzleithner, Elisabeth"
"Hölzl, Franz"
"Holzner, Thomas"
"Homem de Almeida, Ana M. P."
"Homer, Lauren B."
"Homeyer, Josef"
"Hommens, Maximilian"
"Hommens, Maximilian J."
"Homolka, Walter"
"Honecker, Martin"
"Honings, Bonifacio"
"Honnefelder, Ludger"
"Hopfauf, Axel"
"Hoping, Helmut"
"Hopka, Jack"
"Hoppert, Rainer"
"Höppler, Gerhard"
"Hopstaken, K."
"Horak, Donata"
"Horák, Milan"
"Horák, Záboj"
"Horák, Zájoj"
"Höring, Patrik C."
"Hornemann, Dieter u. a."
"Horn, Francis J."
"Horn, Hans Helmut"
"Hörning, Martin"
"Horn, Norbert"
"Horntrich, Georg u. a."
"Hörstrup, Christian"
"Horst, Uwe"
"Horta Espinoza, Jorge"
"Hortal, Jesús"
"Horwitz, Steven"
"Hosen, Nadirsyah"
"Hotchkin, John"
"Hötte, Franziska"
"Ho?ubowicz, Rafa?"
"Houppermans, M. K."
"Houthuys, J."
"Höver, Gerhard"
"Hovorun, Cyrill"
"Howarth, Joseph A."
"Hübenthal, Sandra"
"Huber, Carlo"
"Huber, Christian"
"Huber, Johannes"
"Huber, Josef"
"Huber, Joseph"
"Huber, Konrad"
"Huber, Peter"
"Huber, Peter M."
"Hubert, Patrick"
"Huber, Wolfgang"
"Hubmann, Heinrich"
"Hübner, Hans-Peter"
"Hübner, Wolfgang"
"Hücking, Hans H."
"Hückl, Armin"
"Hudelmaier, Ulrike"
"Hudson, J. Edward"
"Huels, John"
"Huels, John M"
"Huels, John M."
"Huerga, A."
"Hufen, Friedhelm"
"Hüffmeier, Wilhelm"
"Hughes, Michael"
"Hugoth, Matthias"
"Huhn, Michael"
"Huizing, Peter"
"Huke, Rainer"
"Hulka, Št?pán"
"Hülskamp, Martin"
"Humady Oliveros, Reynold"
"Hume, Basil"
"Hummes, Cláudio"
"Humphreys, J."
"Hünermann, Peter"
"Hünermund, Till"
"Hung, Jochen"
"Huntington, Samuel P."
"Huonder, Vitus"
"Huot, Dorio M."
"Huovinen, Eero"
"Hurley, James B."
"Hurley, Michael"
"Hurley, Thomas"
"Hurth, Elisabeth"
"Hurtubise, Pierre"
"Husemann, Tim"
"Hutter, Manfred"
"Hütter, Reinhard"
"Hutzel, Steffen"
"Huw Jones, David"
"Huxley, Andrew"
"Huysmans, Ruud G. W."
"Hyland, Sabine P."
"Hynous, David M."
"Iaccarina, Antonio"
"Iaccarino, Antonio"
"Iacobellis, Francesco"
"Iacovelli, Matteo C."
"Iagiello, T."
"Ibañez Boils, José M."
"Ibañez Carrión, Emilio Joaquín"
"Ibán, Iván C."
"Ibegbu, Jude"
"Iglesia Ferreirós, Aquilino"
"Ignatius Joseph III. Younan"
"Ihekwemw, Austin C."
"Ihli, Stefan"
"Ijasan, Paul K."
"Ikatlo, Daniel"
"Ikechi, Korie"
"Ike, Obiora"
"Ili?, Angela"
"Illanes, José L."
"Illanes, José Luis"
"Illert, Martin"
"Imbach, Josef"
"Imbert, Jean"
"Immel, Georg"
"Incitti, Giacomo"
"Indelicato, Antonio"
"Ingels, Gregory D."
"Ingels, Gregory u. a."
"Ingoglia, Antonio"
"Ingrascì, Giovanni"
"Inhoffen, Peter"
"Innenminister Sachsen-Anhalt"
"Innocenti, Antonius"
"Instituto Martín de Azpilcueta Facultad de Derecho Canónico Universidad de Navarra. Obra coordinada y dirigida por Marzoa, Ángel"
"INSTITUTUM OPERUM RELIGIONIS"
"Interguglielmi, Antonio"
"Interlandi, Roberto"
"Internationales Institut für missionswissenschaftliche Forschungen e. V. und missionswissenschaftliches Institut Missio e. V."
"Internationales Kolloquium zur Ortskirche in Salamanca"
"Ionita, Stefan"
"Iordache, Romani?a E."
"Iorgulesco, Basil"
"Ipapo, W. S."
"Irlenborn, Bernd"
"Irons, Richard"
"Iro, Stephan"
"Irrgand, Peter H."
"Irwin, Kevin W."
"Isaacs, David"
"Isaias, Elias"
"Isensee, Josef"
"Istfanous Amir"
